Date,Channel,SKU,Category,Unit_Cost,Unit_Price,Lead_Time_Days,Is_Promotion,Is_Bundle,Units_Sold,On_Hand_Inventory,Total_Revenue,Total_Cost,Gross_Margin
2024-03-28,eCommerce,SKU_E102,Electronics,198.23,318.77,14,0,0,13,20,4144.01,2576.99,1567.0200000000004
2024-03-28,Retail Store,SKU_E102,Electronics,198.23,318.77,14,0,0,11,38,3506.47,2180.5299999999997,1325.94
2024-03-28,eCommerce,SKU_E103,Electronics,51.66,66.37,12,0,0,6,0,398.22,309.96,88.26000000000005
2024-03-28,Retail Store,SKU_E103,Electronics,51.66,66.37,12,0,0,9,21,597.33,464.93999999999994,132.3900000000001
2024-03-28,eCommerce,SKU_E104,Electronics,93.42,124.79,7,0,0,11,0,1372.69,1027.6200000000001,345.06999999999994
2024-03-28,Retail Store,SKU_E104,Electronics,93.42,124.79,7,0,0,12,0,1497.48,1121.04,376.44000000000005
2024-03-28,eCommerce,SKU_E105,Electronics,19.84,36.34,16,0,0,10,0,363.40000000000003,198.4,165.00000000000003
2024-03-28,Retail Store,SKU_E105,Electronics,19.84,36.34,16,0,0,10,77,363.40000000000003,198.4,165.00000000000003
2024-03-28,eCommerce,SKU_A201,Appliances,235.56,294.56,16,0,0,11,5,3240.16,2591.16,649.0
2024-03-28,Retail Store,SKU_A201,Appliances,235.56,294.56,16,0,0,13,27,3829.28,3062.28,767.0
2024-03-28,eCommerce,SKU_A202,Appliances,58.1,70.75,10,1,0,14,18,990.5,813.4,177.10000000000002
2024-03-28,Retail Store,SKU_A202,Appliances,58.1,70.75,10,1,1,19,23,1344.25,1103.9,240.3499999999999
2024-03-28,eCommerce,SKU_A203,Appliances,16.66,21.06,15,0,0,11,52,231.66,183.26,48.400000000000006
2024-03-28,Retail Store,SKU_A203,Appliances,16.66,21.06,15,0,0,11,25,231.66,183.26,48.400000000000006
2024-03-28,eCommerce,SKU_A204,Appliances,158.79,180.0,16,1,0,17,26,3060.0,2699.43,360.57000000000016
2024-03-28,Retail Store,SKU_A204,Appliances,158.79,211.77,16,0,0,16,30,3388.32,2540.64,847.6800000000003
2024-03-28,eCommerce,SKU_A205,Appliances,243.83,288.02,18,1,1,24,24,6912.48,5851.92,1060.5599999999995
2024-03-28,Retail Store,SKU_A205,Appliances,243.83,338.85,18,0,0,16,43,5421.6,3901.28,1520.3200000000002
2024-03-28,eCommerce,SKU_H301,Home Office,199.52,273.3,11,0,0,15,27,4099.5,2992.8,1106.6999999999998
2024-03-28,Retail Store,SKU_H301,Home Office,199.52,273.3,11,0,0,12,43,3279.6000000000004,2394.2400000000002,885.3600000000001
2024-03-28,eCommerce,SKU_H302,Home Office,246.06,376.48,9,0,0,8,53,3011.84,1968.48,1043.3600000000001
2024-03-28,Retail Store,SKU_H302,Home Office,246.06,376.48,9,0,0,6,6,2258.88,1476.3600000000001,782.52
2024-03-28,eCommerce,SKU_H303,Home Office,157.77,213.36,11,0,0,16,51,3413.76,2524.32,889.44
2024-03-28,Retail Store,SKU_H303,Home Office,157.77,181.36,11,1,1,22,34,3989.92,3470.94,518.98
2024-03-28,eCommerce,SKU_H304,Home Office,18.12,32.89,18,0,0,11,88,361.79,199.32000000000002,162.47
2024-03-28,Retail Store,SKU_H304,Home Office,18.12,32.89,18,0,0,13,86,427.57,235.56,192.01
2024-03-28,eCommerce,SKU_H305,Home Office,204.97,249.63,9,1,1,24,42,5991.12,4919.28,1071.8400000000001
2024-03-28,Retail Store,SKU_H305,Home Office,204.97,293.68,9,0,0,16,43,4698.88,3279.52,1419.3600000000001
2024-03-28,eCommerce,SKU_C401,Accessories,69.26,82.1,16,1,1,12,0,985.1999999999999,831.1200000000001,154.0799999999998
2024-03-28,Retail Store,SKU_C401,Accessories,69.26,96.59,16,0,0,13,0,1255.67,900.3800000000001,355.28999999999996
2024-03-28,eCommerce,SKU_C402,Accessories,43.68,67.58,19,0,0,14,7,946.12,611.52,334.6
2024-03-28,Retail Store,SKU_C402,Accessories,43.68,67.58,19,0,0,15,8,1013.6999999999999,655.2,358.4999999999999
2024-03-28,eCommerce,SKU_C403,Accessories,55.74,70.34,6,1,1,24,0,1688.16,1337.76,350.4000000000001
2024-03-28,Retail Store,SKU_C403,Accessories,55.74,82.75,6,0,0,10,64,827.5,557.4,270.1
2024-03-28,eCommerce,SKU_C404,Accessories,170.69,208.5,10,1,0,18,70,3753.0,3072.42,680.5799999999999
2024-03-28,Retail Store,SKU_C404,Accessories,170.69,245.29,10,0,0,13,0,3188.77,2218.97,969.8000000000002
2024-03-28,eCommerce,SKU_C405,Accessories,63.87,101.59,17,0,0,15,47,1523.8500000000001,958.05,565.8000000000002
2024-03-28,Retail Store,SKU_C405,Accessories,63.87,101.59,17,0,0,10,27,1015.9000000000001,638.6999999999999,377.20000000000016
2024-03-29,eCommerce,SKU_E101,Electronics,103.02,187.53,15,0,0,15,6,2812.95,1545.3,1267.6499999999999
2024-03-29,Retail Store,SKU_E101,Electronics,103.02,159.4,15,1,1,10,0,1594.0,1030.2,563.8
2024-03-29,eCommerce,SKU_E102,Electronics,198.23,318.77,14,0,0,13,58,4144.01,2576.99,1567.0200000000004
2024-03-29,Retail Store,SKU_E102,Electronics,198.23,318.77,14,0,0,8,28,2550.16,1585.84,964.3199999999999
2024-03-29,eCommerce,SKU_E103,Electronics,51.66,66.37,12,0,0,17,0,1128.29,878.2199999999999,250.07000000000005
2024-03-29,Retail Store,SKU_E103,Electronics,51.66,66.37,12,0,0,13,0,862.8100000000001,671.5799999999999,191.23000000000013
2024-03-29,eCommerce,SKU_E104,Electronics,93.42,124.79,7,0,0,12,33,1497.48,1121.04,376.44000000000005
2024-03-29,Retail Store,SKU_E104,Electronics,93.42,124.79,7,0,0,9,49,1123.1100000000001,840.78,282.33000000000015
2024-03-29,eCommerce,SKU_E105,Electronics,19.84,30.89,16,1,1,14,0,432.46000000000004,277.76,154.70000000000005
2024-03-29,Retail Store,SKU_E105,Electronics,19.84,36.34,16,0,0,14,31,508.76000000000005,277.76,231.00000000000006
2024-03-29,eCommerce,SKU_A201,Appliances,235.56,294.56,16,0,0,5,0,1472.8,1177.8,295.0
2024-03-29,Retail Store,SKU_A201,Appliances,235.56,294.56,16,0,0,14,41,4123.84,3297.84,826.0
2024-03-29,eCommerce,SKU_A202,Appliances,58.1,70.75,10,1,1,24,36,1698.0,1394.4,303.5999999999999
2024-03-29,Retail Store,SKU_A202,Appliances,58.1,83.23,10,0,0,7,56,582.61,406.7,175.91000000000003
2024-03-29,eCommerce,SKU_A203,Appliances,16.66,21.06,15,0,0,13,32,273.78,216.58,57.19999999999996
2024-03-29,Retail Store,SKU_A203,Appliances,16.66,17.9,15,1,1,19,56,340.09999999999997,316.54,23.559999999999945
2024-03-29,eCommerce,SKU_A204,Appliances,158.79,180.0,16,1,0,14,40,2520.0,2223.06,296.94000000000005
2024-03-29,Retail Store,SKU_A204,Appliances,158.79,211.77,16,0,0,16,1,3388.32,2540.64,847.6800000000003
2024-03-29,eCommerce,SKU_A205,Appliances,243.83,338.85,18,0,0,7,54,2371.9500000000003,1706.8100000000002,665.1400000000001
2024-03-29,Retail Store,SKU_A205,Appliances,243.83,338.85,18,0,0,12,87,4066.2000000000003,2925.96,1140.2400000000002
2024-03-29,eCommerce,SKU_H301,Home Office,199.52,273.3,11,0,0,13,33,3552.9,2593.76,959.1399999999999
2024-03-29,Retail Store,SKU_H301,Home Office,199.52,273.3,11,0,0,8,0,2186.4,1596.16,590.24
2024-03-29,eCommerce,SKU_H302,Home Office,246.06,320.01,9,1,0,10,59,3200.1,2460.6,739.5
2024-03-29,Retail Store,SKU_H302,Home Office,246.06,376.48,9,0,0,15,71,5647.200000000001,3690.9,1956.3000000000006
2024-03-29,eCommerce,SKU_H303,Home Office,157.77,213.36,11,0,0,15,45,3200.4,2366.55,833.8499999999999
2024-03-29,Retail Store,SKU_H303,Home Office,157.77,213.36,11,0,0,7,15,1493.52,1104.39,389.1299999999999
2024-03-29,eCommerce,SKU_H304,Home Office,18.12,32.89,18,0,0,17,67,559.13,308.04,251.08999999999997
2024-03-29,Retail Store,SKU_H304,Home Office,18.12,32.89,18,0,0,13,42,427.57,235.56,192.01
2024-03-29,eCommerce,SKU_H305,Home Office,204.97,293.68,9,0,0,11,2,3230.48,2254.67,975.81
2024-03-29,Retail Store,SKU_H305,Home Office,204.97,249.63,9,1,1,16,54,3994.08,3279.52,714.56
2024-03-29,eCommerce,SKU_C401,Accessories,69.26,82.1,16,1,0,10,5,821.0,692.6,128.39999999999998
2024-03-29,Retail Store,SKU_C401,Accessories,69.26,96.59,16,0,0,18,27,1738.6200000000001,1246.68,491.94000000000005
2024-03-29,eCommerce,SKU_C402,Accessories,43.68,67.58,19,0,0,12,26,810.96,524.16,286.80000000000007
2024-03-29,Retail Store,SKU_C402,Accessories,43.68,67.58,19,0,0,6,25,405.48,262.08,143.40000000000003
2024-03-29,eCommerce,SKU_C403,Accessories,55.74,82.75,6,0,0,7,18,579.25,390.18,189.07
2024-03-29,Retail Store,SKU_C403,Accessories,55.74,82.75,6,0,0,7,45,579.25,390.18,189.07
2024-03-29,eCommerce,SKU_C404,Accessories,170.69,245.29,10,0,0,11,12,2698.19,1877.59,820.6000000000001
2024-03-29,Retail Store,SKU_C404,Accessories,170.69,245.29,10,0,0,9,23,2207.61,1536.21,671.4000000000001
2024-03-29,eCommerce,SKU_C405,Accessories,63.87,86.35,17,1,0,22,16,1899.6999999999998,1405.1399999999999,494.55999999999995
2024-03-29,Retail Store,SKU_C405,Accessories,63.87,101.59,17,0,0,18,80,1828.6200000000001,1149.6599999999999,678.9600000000003
2024-03-30,eCommerce,SKU_E101,Electronics,103.02,187.53,15,0,0,15,52,2812.95,1545.3,1267.6499999999999
2024-03-30,Retail Store,SKU_E101,Electronics,103.02,159.4,15,1,0,20,30,3188.0,2060.4,1127.6
2024-03-30,eCommerce,SKU_E102,Electronics,198.23,318.77,14,0,0,18,43,5737.86,3568.14,2169.72
2024-03-30,Retail Store,SKU_E102,Electronics,198.23,318.77,14,0,0,13,55,4144.01,2576.99,1567.0200000000004
2024-03-30,eCommerce,SKU_E103,Electronics,51.66,66.37,12,0,0,11,67,730.07,568.26,161.81000000000006
2024-03-30,Retail Store,SKU_E103,Electronics,51.66,66.37,12,0,0,14,21,929.1800000000001,723.24,205.94000000000005
2024-03-30,eCommerce,SKU_E104,Electronics,93.42,124.79,7,0,0,13,49,1622.27,1214.46,407.80999999999995
2024-03-30,Retail Store,SKU_E104,Electronics,93.42,124.79,7,0,0,6,73,748.74,560.52,188.22000000000003
2024-03-30,eCommerce,SKU_E105,Electronics,19.84,36.34,16,0,0,11,60,399.74,218.24,181.5
2024-03-30,Retail Store,SKU_E105,Electronics,19.84,30.89,16,1,1,17,42,525.13,337.28,187.85000000000002
2024-03-30,eCommerce,SKU_A201,Appliances,235.56,294.56,16,0,0,10,42,2945.6,2355.6,590.0
2024-03-30,Retail Store,SKU_A201,Appliances,235.56,294.56,16,0,0,16,0,4712.96,3768.96,944.0
2024-03-30,eCommerce,SKU_A202,Appliances,58.1,83.23,10,0,0,12,47,998.76,697.2,301.55999999999995
2024-03-30,Retail Store,SKU_A202,Appliances,58.1,83.23,10,0,0,7,0,582.61,406.7,175.91000000000003
2024-03-30,eCommerce,SKU_A203,Appliances,16.66,17.9,15,1,1,11,3,196.89999999999998,183.26,13.639999999999986
2024-03-30,Retail Store,SKU_A203,Appliances,16.66,21.06,15,0,0,11,2,231.66,183.26,48.400000000000006
2024-03-30,eCommerce,SKU_A204,Appliances,158.79,211.77,16,0,0,10,75,2117.7000000000003,1587.8999999999999,529.8000000000004
2024-03-30,Retail Store,SKU_A204,Appliances,158.79,180.0,16,1,1,16,81,2880.0,2540.64,339.3600000000001
2024-03-30,eCommerce,SKU_A205,Appliances,243.83,338.85,18,0,0,10,43,3388.5,2438.3,950.1999999999998
2024-03-30,Retail Store,SKU_A205,Appliances,243.83,338.85,18,0,0,12,14,4066.2000000000003,2925.96,1140.2400000000002
2024-03-30,eCommerce,SKU_H301,Home Office,199.52,273.3,11,0,0,14,2,3826.2000000000003,2793.28,1032.92
2024-03-30,Retail Store,SKU_H301,Home Office,199.52,232.31,11,1,0,13,9,3020.03,2593.76,426.27
2024-03-30,eCommerce,SKU_H302,Home Office,246.06,376.48,9,0,0,14,44,5270.72,3444.84,1825.88
2024-03-30,Retail Store,SKU_H302,Home Office,246.06,320.01,9,1,0,10,28,3200.1,2460.6,739.5
2024-03-30,eCommerce,SKU_H303,Home Office,157.77,213.36,11,0,0,16,24,3413.76,2524.32,889.44
2024-03-30,Retail Store,SKU_H303,Home Office,157.77,213.36,11,0,0,8,0,1706.88,1262.16,444.72
2024-03-30,eCommerce,SKU_H304,Home Office,18.12,32.89,18,0,0,11,30,361.79,199.32000000000002,162.47
2024-03-30,Retail Store,SKU_H304,Home Office,18.12,27.96,18,1,1,16,35,447.36,289.92,157.44
2024-03-30,eCommerce,SKU_H305,Home Office,204.97,249.63,9,1,1,28,0,6989.639999999999,5739.16,1250.4799999999996
2024-03-30,Retail Store,SKU_H305,Home Office,204.97,293.68,9,0,0,10,4,2936.8,2049.7,887.1000000000004
2024-03-30,eCommerce,SKU_C401,Accessories,69.26,96.59,16,0,0,6,0,579.54,415.56000000000006,163.9799999999999
2024-03-30,Retail Store,SKU_C401,Accessories,69.26,96.59,16,0,0,9,78,869.3100000000001,623.34,245.97000000000003
2024-03-30,eCommerce,SKU_C402,Accessories,43.68,67.58,19,0,0,11,33,743.38,480.48,262.9
2024-03-30,Retail Store,SKU_C402,Accessories,43.68,67.58,19,0,0,13,51,878.54,567.84,310.69999999999993
2024-03-30,eCommerce,SKU_C403,Accessories,55.74,82.75,6,0,0,4,14,331.0,222.96,108.03999999999999
2024-03-30,Retail Store,SKU_C403,Accessories,55.74,70.34,6,1,0,13,43,914.4200000000001,724.62,189.80000000000007
2024-03-30,eCommerce,SKU_C404,Accessories,170.69,245.29,10,0,0,6,79,1471.74,1024.1399999999999,447.60000000000014
2024-03-30,Retail Store,SKU_C404,Accessories,170.69,245.29,10,0,0,11,22,2698.19,1877.59,820.6000000000001
2024-03-30,eCommerce,SKU_C405,Accessories,63.87,101.59,17,0,0,12,55,1219.08,766.4399999999999,452.64
2024-03-30,Retail Store,SKU_C405,Accessories,63.87,101.59,17,0,0,19,31,1930.21,1213.53,716.6800000000001
2024-03-31,eCommerce,SKU_E101,Electronics,103.02,187.53,15,0,0,12,45,2250.36,1236.24,1014.1200000000001
2024-03-31,Retail Store,SKU_E101,Electronics,103.02,187.53,15,0,0,3,29,562.59,309.06,253.53000000000003
2024-03-31,eCommerce,SKU_E102,Electronics,198.23,270.95,14,1,0,17,19,4606.15,3369.91,1236.2399999999998
2024-03-31,Retail Store,SKU_E102,Electronics,198.23,318.77,14,0,0,13,83,4144.01,2576.99,1567.0200000000004
2024-03-31,eCommerce,SKU_E103,Electronics,51.66,66.37,12,0,0,18,22,1194.66,929.8799999999999,264.7800000000002
2024-03-31,Retail Store,SKU_E103,Electronics,51.66,66.37,12,0,0,16,33,1061.92,826.56,235.36000000000013
2024-03-31,eCommerce,SKU_E104,Electronics,93.42,124.79,7,0,0,7,3,873.5300000000001,653.94,219.59000000000003
2024-03-31,Retail Store,SKU_E104,Electronics,93.42,106.07,7,1,1,14,53,1484.98,1307.88,177.0999999999999
2024-03-31,eCommerce,SKU_E105,Electronics,19.84,36.34,16,0,0,4,4,145.36,79.36,66.00000000000001
2024-03-31,Retail Store,SKU_E105,Electronics,19.84,30.89,16,1,0,14,43,432.46000000000004,277.76,154.70000000000005
2024-03-31,eCommerce,SKU_A201,Appliances,235.56,294.56,16,0,0,11,70,3240.16,2591.16,649.0
2024-03-31,Retail Store,SKU_A201,Appliances,235.56,294.56,16,0,0,10,64,2945.6,2355.6,590.0
2024-03-31,eCommerce,SKU_A202,Appliances,58.1,83.23,10,0,0,14,67,1165.22,813.4,351.82000000000005
2024-03-31,Retail Store,SKU_A202,Appliances,58.1,83.23,10,0,0,7,0,582.61,406.7,175.91000000000003
2024-03-31,eCommerce,SKU_A203,Appliances,16.66,21.06,15,0,0,15,81,315.9,249.9,65.99999999999997
2024-03-31,Retail Store,SKU_A203,Appliances,16.66,21.06,15,0,0,13,33,273.78,216.58,57.19999999999996
2024-03-31,eCommerce,SKU_A204,Appliances,158.79,211.77,16,0,0,9,39,1905.93,1429.11,476.82000000000016
2024-03-31,Retail Store,SKU_A204,Appliances,158.79,211.77,16,0,0,12,51,2541.2400000000002,1905.48,635.7600000000002
2024-03-31,eCommerce,SKU_A205,Appliances,243.83,338.85,18,0,0,13,61,4405.05,3169.79,1235.2600000000002
2024-03-31,Retail Store,SKU_A205,Appliances,243.83,338.85,18,0,0,10,0,3388.5,2438.3,950.1999999999998
2024-03-31,eCommerce,SKU_H301,Home Office,199.52,273.3,11,0,0,16,11,4372.8,3192.32,1180.48
2024-03-31,Retail Store,SKU_H301,Home Office,199.52,232.31,11,1,1,19,48,4413.89,3790.88,623.0100000000002
2024-03-31,eCommerce,SKU_H302,Home Office,246.06,376.48,9,0,0,14,6,5270.72,3444.84,1825.88
2024-03-31,Retail Store,SKU_H302,Home Office,246.06,376.48,9,0,0,7,0,2635.36,1722.42,912.94
2024-03-31,eCommerce,SKU_H303,Home Office,157.77,181.36,11,1,1,14,54,2539.04,2208.78,330.25999999999976
2024-03-31,Retail Store,SKU_H303,Home Office,157.77,213.36,11,0,0,8,18,1706.88,1262.16,444.72
2024-03-31,eCommerce,SKU_H304,Home Office,18.12,32.89,18,0,0,16,77,526.24,289.92,236.32
2024-03-31,Retail Store,SKU_H304,Home Office,18.12,32.89,18,0,0,14,46,460.46000000000004,253.68,206.78000000000003
2024-03-31,eCommerce,SKU_H305,Home Office,204.97,293.68,9,0,0,14,28,4111.52,2869.58,1241.9400000000005
2024-03-31,Retail Store,SKU_H305,Home Office,204.97,293.68,9,0,0,9,29,2643.12,1844.73,798.3899999999999
2024-03-31,eCommerce,SKU_C401,Accessories,69.26,96.59,16,0,0,16,80,1545.44,1108.16,437.28
2024-03-31,Retail Store,SKU_C401,Accessories,69.26,96.59,16,0,0,11,27,1062.49,761.86,300.63
2024-03-31,eCommerce,SKU_C402,Accessories,43.68,67.58,19,0,0,13,60,878.54,567.84,310.69999999999993
2024-03-31,Retail Store,SKU_C402,Accessories,43.68,67.58,19,0,0,8,32,540.64,349.44,191.2
2024-03-31,eCommerce,SKU_C403,Accessories,55.74,70.34,6,1,1,16,53,1125.44,891.84,233.60000000000002
2024-03-31,Retail Store,SKU_C403,Accessories,55.74,82.75,6,0,0,16,60,1324.0,891.84,432.15999999999997
2024-03-31,eCommerce,SKU_C404,Accessories,170.69,245.29,10,0,0,10,51,2452.9,1706.9,746.0
2024-03-31,Retail Store,SKU_C404,Accessories,170.69,245.29,10,0,0,19,61,4660.51,3243.11,1417.4
2024-03-31,eCommerce,SKU_C405,Accessories,63.87,101.59,17,0,0,9,43,914.3100000000001,574.8299999999999,339.48000000000013
2024-03-31,Retail Store,SKU_C405,Accessories,63.87,86.35,17,1,1,12,30,1036.1999999999998,766.4399999999999,269.7599999999999
2024-04-01,eCommerce,SKU_E101,Electronics,103.02,187.53,15,0,0,16,0,3000.48,1648.32,1352.16
2024-04-01,Retail Store,SKU_E101,Electronics,103.02,187.53,15,0,0,10,50,1875.3,1030.2,845.0999999999999
2024-04-01,eCommerce,SKU_E102,Electronics,198.23,318.77,14,0,0,10,51,3187.7,1982.3,1205.3999999999999
2024-04-01,Retail Store,SKU_E102,Electronics,198.23,318.77,14,0,0,11,9,3506.47,2180.5299999999997,1325.94
2024-04-01,eCommerce,SKU_E103,Electronics,51.66,66.37,12,0,0,13,56,862.8100000000001,671.5799999999999,191.23000000000013
2024-04-01,Retail Store,SKU_E103,Electronics,51.66,66.37,12,0,0,10,26,663.7,516.5999999999999,147.10000000000014
2024-04-01,eCommerce,SKU_E104,Electronics,93.42,124.79,7,0,0,14,45,1747.0600000000002,1307.88,439.18000000000006
2024-04-01,Retail Store,SKU_E104,Electronics,93.42,124.79,7,0,0,14,74,1747.0600000000002,1307.88,439.18000000000006
2024-04-01,eCommerce,SKU_E105,Electronics,19.84,30.89,16,1,1,16,52,494.24,317.44,176.8
2024-04-01,Retail Store,SKU_E105,Electronics,19.84,36.34,16,0,0,14,42,508.76000000000005,277.76,231.00000000000006
2024-04-01,eCommerce,SKU_A201,Appliances,235.56,294.56,16,0,0,12,46,3534.7200000000003,2826.7200000000003,708.0
2024-04-01,Retail Store,SKU_A201,Appliances,235.56,294.56,16,0,0,9,18,2651.04,2120.04,531.0
2024-04-01,eCommerce,SKU_A202,Appliances,58.1,70.75,10,1,1,8,91,566.0,464.8,101.19999999999999
2024-04-01,Retail Store,SKU_A202,Appliances,58.1,83.23,10,0,0,10,8,832.3000000000001,581.0,251.30000000000007
2024-04-01,eCommerce,SKU_A203,Appliances,16.66,17.9,15,1,0,13,70,232.7,216.58,16.119999999999976
2024-04-01,Retail Store,SKU_A203,Appliances,16.66,21.06,15,0,0,7,6,147.42,116.62,30.799999999999983
2024-04-01,eCommerce,SKU_A204,Appliances,158.79,211.77,16,0,0,8,33,1694.16,1270.32,423.84000000000015
2024-04-01,Retail Store,SKU_A204,Appliances,158.79,211.77,16,0,0,13,42,2753.01,2064.27,688.7400000000002
2024-04-01,eCommerce,SKU_A205,Appliances,243.83,338.85,18,0,0,11,82,3727.3500000000004,2682.13,1045.2200000000003
2024-04-01,Retail Store,SKU_A205,Appliances,243.83,338.85,18,0,0,13,6,4405.05,3169.79,1235.2600000000002
2024-04-01,eCommerce,SKU_H301,Home Office,199.52,273.3,11,0,0,16,15,4372.8,3192.32,1180.48
2024-04-01,Retail Store,SKU_H301,Home Office,199.52,273.3,11,0,0,15,10,4099.5,2992.8,1106.6999999999998
2024-04-01,eCommerce,SKU_H302,Home Office,246.06,376.48,9,0,0,13,49,4894.24,3198.78,1695.4599999999996
2024-04-01,Retail Store,SKU_H302,Home Office,246.06,376.48,9,0,0,8,72,3011.84,1968.48,1043.3600000000001
2024-04-01,eCommerce,SKU_H303,Home Office,157.77,213.36,11,0,0,9,5,1920.2400000000002,1419.93,500.3100000000002
2024-04-01,Retail Store,SKU_H303,Home Office,157.77,213.36,11,0,0,13,0,2773.6800000000003,2051.01,722.6700000000001
2024-04-01,eCommerce,SKU_H304,Home Office,18.12,32.89,18,0,0,5,0,164.45,90.60000000000001,73.84999999999998
2024-04-01,Retail Store,SKU_H304,Home Office,18.12,32.89,18,0,0,11,0,361.79,199.32000000000002,162.47
2024-04-01,eCommerce,SKU_H305,Home Office,204.97,293.68,9,0,0,7,44,2055.76,1434.79,620.9700000000003
2024-04-01,Retail Store,SKU_H305,Home Office,204.97,293.68,9,0,0,19,26,5579.92,3894.43,1685.4900000000002
2024-04-01,eCommerce,SKU_C401,Accessories,69.26,82.1,16,1,0,16,62,1313.6,1108.16,205.43999999999983
2024-04-01,Retail Store,SKU_C401,Accessories,69.26,96.59,16,0,0,16,69,1545.44,1108.16,437.28
2024-04-01,eCommerce,SKU_C402,Accessories,43.68,67.58,19,0,0,11,71,743.38,480.48,262.9
2024-04-01,Retail Store,SKU_C402,Accessories,43.68,67.58,19,0,0,6,0,405.48,262.08,143.40000000000003
2024-04-01,eCommerce,SKU_C403,Accessories,55.74,82.75,6,0,0,21,21,1737.75,1170.54,567.21
2024-04-01,Retail Store,SKU_C403,Accessories,55.74,82.75,6,0,0,14,21,1158.5,780.36,378.14
2024-04-01,eCommerce,SKU_C404,Accessories,170.69,245.29,10,0,0,13,65,3188.77,2218.97,969.8000000000002
2024-04-01,Retail Store,SKU_C404,Accessories,170.69,208.5,10,1,0,18,72,3753.0,3072.42,680.5799999999999
2024-04-01,eCommerce,SKU_C405,Accessories,63.87,101.59,17,0,0,11,38,1117.49,702.5699999999999,414.9200000000001
2024-04-01,Retail Store,SKU_C405,Accessories,63.87,101.59,17,0,0,10,36,1015.9000000000001,638.6999999999999,377.20000000000016
2024-04-02,eCommerce,SKU_E101,Electronics,103.02,187.53,15,0,0,10,1,1875.3,1030.2,845.0999999999999
2024-04-02,Retail Store,SKU_E101,Electronics,103.02,187.53,15,0,0,6,81,1125.18,618.12,507.06000000000006
2024-04-02,eCommerce,SKU_E102,Electronics,198.23,318.77,14,0,0,13,22,4144.01,2576.99,1567.0200000000004
2024-04-02,Retail Store,SKU_E102,Electronics,198.23,318.77,14,0,0,20,21,6375.4,3964.6,2410.7999999999997
2024-04-02,eCommerce,SKU_E103,Electronics,51.66,66.37,12,0,0,11,18,730.07,568.26,161.81000000000006
2024-04-02,Retail Store,SKU_E103,Electronics,51.66,56.41,12,1,0,9,0,507.68999999999994,464.93999999999994,42.75
2024-04-02,eCommerce,SKU_E104,Electronics,93.42,124.79,7,0,0,8,40,998.32,747.36,250.96000000000004
2024-04-02,Retail Store,SKU_E104,Electronics,93.42,124.79,7,0,0,14,30,1747.0600000000002,1307.88,439.18000000000006
2024-04-02,eCommerce,SKU_E105,Electronics,19.84,36.34,16,0,0,3,35,109.02000000000001,59.519999999999996,49.500000000000014
2024-04-02,Retail Store,SKU_E105,Electronics,19.84,36.34,16,0,0,9,28,327.06000000000006,178.56,148.50000000000006
2024-04-02,eCommerce,SKU_A201,Appliances,235.56,250.38,16,1,1,22,2,5508.36,5182.32,326.03999999999996
2024-04-02,Retail Store,SKU_A201,Appliances,235.56,294.56,16,0,0,9,82,2651.04,2120.04,531.0
2024-04-02,eCommerce,SKU_A202,Appliances,58.1,83.23,10,0,0,16,50,1331.68,929.6,402.08000000000004
2024-04-02,Retail Store,SKU_A202,Appliances,58.1,83.23,10,0,0,10,44,832.3000000000001,581.0,251.30000000000007
2024-04-02,eCommerce,SKU_A203,Appliances,16.66,21.06,15,0,0,8,4,168.48,133.28,35.19999999999999
2024-04-02,Retail Store,SKU_A203,Appliances,16.66,17.9,15,1,0,10,15,179.0,166.6,12.400000000000006
2024-04-02,eCommerce,SKU_A204,Appliances,158.79,180.0,16,1,0,9,0,1620.0,1429.11,190.8900000000001
2024-04-02,Retail Store,SKU_A204,Appliances,158.79,211.77,16,0,0,20,0,4235.400000000001,3175.7999999999997,1059.6000000000008
2024-04-02,eCommerce,SKU_A205,Appliances,243.83,338.85,18,0,0,11,58,3727.3500000000004,2682.13,1045.2200000000003
2024-04-02,Retail Store,SKU_A205,Appliances,243.83,338.85,18,0,0,11,75,3727.3500000000004,2682.13,1045.2200000000003
2024-04-02,eCommerce,SKU_H301,Home Office,199.52,273.3,11,0,0,10,68,2733.0,1995.2,737.8
2024-04-02,Retail Store,SKU_H301,Home Office,199.52,273.3,11,0,0,5,49,1366.5,997.6,368.9
2024-04-02,eCommerce,SKU_H302,Home Office,246.06,376.48,9,0,0,11,73,4141.280000000001,2706.66,1434.6200000000008
2024-04-02,Retail Store,SKU_H302,Home Office,246.06,376.48,9,0,0,5,71,1882.4,1230.3,652.1000000000001
2024-04-02,eCommerce,SKU_H303,Home Office,157.77,213.36,11,0,0,19,22,4053.84,2997.63,1056.21
2024-04-02,Retail Store,SKU_H303,Home Office,157.77,213.36,11,0,0,8,1,1706.88,1262.16,444.72
2024-04-02,eCommerce,SKU_H304,Home Office,18.12,32.89,18,0,0,11,37,361.79,199.32000000000002,162.47
2024-04-02,Retail Store,SKU_H304,Home Office,18.12,32.89,18,0,0,12,58,394.68,217.44,177.24
2024-04-02,eCommerce,SKU_H305,Home Office,204.97,293.68,9,0,0,9,69,2643.12,1844.73,798.3899999999999
2024-04-02,Retail Store,SKU_H305,Home Office,204.97,293.68,9,0,0,9,48,2643.12,1844.73,798.3899999999999
