Date,SKU,Category,Actual_Units,Total_Revenue,Total_Cost,Gross_Margin,Forecast_Units,Historical_Days_Count,Absolute_Error
2024-03-23,SKU_C401,Accessories,29,2801.11,2008.54,792.57,25.04,82,3.960000000000001
2024-03-24,SKU_C401,Accessories,29,2801.11,2008.54,792.57,25.08,83,3.9200000000000017
2024-03-25,SKU_C401,Accessories,24,2318.16,1662.24,655.92,25.13,84,1.129999999999999
2024-03-26,SKU_C401,Accessories,20,1931.8,1385.2,546.6,25.12,85,5.120000000000001
2024-03-27,SKU_C401,Accessories,21,2028.39,1454.46,573.93,25.06,86,4.059999999999999
2024-03-28,SKU_C401,Accessories,25,2240.87,1731.5,509.37,25.01,87,0.010000000000001563
2024-03-29,SKU_C401,Accessories,28,2559.62,1939.28,620.34,25.01,88,2.9899999999999984
2024-03-30,SKU_C401,Accessories,15,1448.85,1038.9,409.95,25.04,89,10.04
2024-03-31,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.93,90,2.0700000000000003
2024-04-01,SKU_C401,Accessories,32,2859.04,2216.32,642.72,25.03,90,6.969999999999999
2024-04-02,SKU_C401,Accessories,31,2994.29,2147.06,847.23,25.08,90,5.920000000000002
2024-04-03,SKU_C401,Accessories,29,2801.11,2008.54,792.57,25.18,90,3.8200000000000003
2024-04-04,SKU_C401,Accessories,19,1835.21,1315.94,519.27,25.11,90,6.109999999999999
2024-04-05,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.98,90,0.9800000000000004
2024-04-06,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.89,90,2.8900000000000006
2024-04-07,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.96,90,2.960000000000001
2024-04-08,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.96,90,1.0399999999999991
2024-04-09,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.98,90,1.9800000000000004
2024-04-10,SKU_C401,Accessories,17,1555.09,1177.42,377.67,24.99,90,7.989999999999998
2024-04-11,SKU_C401,Accessories,33,3187.47,2285.58,901.89,24.96,90,8.04
2024-04-12,SKU_C401,Accessories,26,2322.97,1800.76,522.21,25.12,90,0.879999999999999
2024-04-13,SKU_C401,Accessories,31,2994.29,2147.06,847.23,25.1,90,5.899999999999999
2024-04-14,SKU_C401,Accessories,26,2511.34,1800.76,710.58,25.11,90,0.8900000000000006
2024-04-15,SKU_C401,Accessories,26,2279.5,1800.76,478.74,25.08,90,0.9200000000000017
2024-04-16,SKU_C401,Accessories,26,2511.34,1800.76,710.58,25.0,90,1.0
2024-04-17,SKU_C401,Accessories,19,1835.21,1315.94,519.27,25.02,90,6.02
2024-04-18,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.99,90,2.0100000000000016
2024-04-19,SKU_C401,Accessories,23,2221.57,1592.98,628.59,25.06,90,2.0599999999999987
2024-04-20,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.96,90,0.9600000000000009
2024-04-21,SKU_C401,Accessories,23,2062.18,1592.98,469.2,24.87,90,1.870000000000001
2024-04-22,SKU_C401,Accessories,13,1255.67,900.38,355.29,24.82,90,11.82
2024-04-23,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.68,90,0.6799999999999997
2024-04-24,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.6,90,2.6000000000000014
2024-04-25,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.54,90,3.539999999999999
2024-04-26,SKU_C401,Accessories,17,1642.03,1177.42,464.61,24.41,90,7.41
2024-04-27,SKU_C401,Accessories,29,2801.11,2008.54,792.57,24.29,90,4.710000000000001
2024-04-28,SKU_C401,Accessories,16,1545.44,1108.16,437.28,24.29,90,8.29
2024-04-29,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.27,90,1.7300000000000004
2024-04-30,SKU_C401,Accessories,23,1960.75,1592.98,367.77,24.27,90,1.2699999999999996
2024-05-01,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.23,90,4.23
2024-05-02,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.21,90,2.210000000000001
2024-05-03,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.09,90,1.0899999999999999
2024-05-04,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.13,90,1.870000000000001
2024-05-05,SKU_C401,Accessories,18,1579.23,1246.68,332.55,24.21,90,6.210000000000001
2024-05-06,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.17,90,2.1700000000000017
2024-05-07,SKU_C401,Accessories,15,1448.85,1038.9,409.95,24.21,90,9.21
2024-05-08,SKU_C401,Accessories,31,2994.29,2147.06,847.23,24.19,90,6.809999999999999
2024-05-09,SKU_C401,Accessories,18,1738.62,1246.68,491.94,24.11,90,6.109999999999999
2024-05-10,SKU_C401,Accessories,31,2994.29,2147.06,847.23,24.11,90,6.890000000000001
2024-05-11,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.23,90,3.2300000000000004
2024-05-12,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.1,90,1.1000000000000014
2024-05-13,SKU_C401,Accessories,25,2052.5,1731.5,321.0,24.07,90,0.9299999999999997
2024-05-14,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.03,90,1.9699999999999989
2024-05-15,SKU_C401,Accessories,33,2709.3,2285.58,423.72,24.06,90,8.940000000000001
2024-05-16,SKU_C401,Accessories,40,3588.29,2770.4,817.89,24.21,90,15.79
2024-05-17,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.39,90,1.3900000000000006
2024-05-18,SKU_C401,Accessories,31,2762.45,2147.06,615.39,24.37,90,6.629999999999999
2024-05-19,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.38,90,1.379999999999999
2024-05-20,SKU_C401,Accessories,28,2501.66,1939.28,562.38,24.23,90,3.7699999999999996
2024-05-21,SKU_C401,Accessories,22,1936.61,1523.72,412.89,24.31,90,2.3099999999999987
2024-05-22,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.39,90,3.3900000000000006
2024-05-23,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.36,90,0.6400000000000006
2024-05-24,SKU_C401,Accessories,24,2158.77,1662.24,496.53,24.42,90,0.4200000000000017
2024-05-25,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.29,90,2.289999999999999
2024-05-26,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.19,90,0.19000000000000128
2024-05-27,SKU_C401,Accessories,28,2704.52,1939.28,765.24,24.29,90,3.710000000000001
2024-05-28,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.42,90,4.420000000000002
2024-05-29,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.41,90,2.41
2024-05-30,SKU_C401,Accessories,17,1642.03,1177.42,464.61,24.48,90,7.48
2024-05-31,SKU_C401,Accessories,32,2844.55,2216.32,628.23,24.4,90,7.600000000000001
2024-06-01,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.24,90,0.23999999999999844
2024-06-02,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.19,90,1.1900000000000013
2024-06-03,SKU_C401,Accessories,21,1825.53,1454.46,371.07,24.1,90,3.1000000000000014
2024-06-04,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.12,90,4.120000000000001
2024-06-05,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.06,90,0.9400000000000013
2024-06-06,SKU_C401,Accessories,28,2704.52,1939.28,765.24,24.13,90,3.870000000000001
2024-06-07,SKU_C401,Accessories,39,3448.23,2701.14,747.09,24.06,90,14.940000000000001
2024-06-08,SKU_C401,Accessories,31,2994.29,2147.06,847.23,24.24,90,6.760000000000002
2024-06-09,SKU_C401,Accessories,28,2704.52,1939.28,765.24,24.37,90,3.629999999999999
2024-06-10,SKU_C401,Accessories,29,2801.11,2008.54,792.57,24.47,90,4.530000000000001
2024-06-11,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.51,90,2.5100000000000016
2024-06-12,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.44,90,1.5599999999999987
2024-06-13,SKU_C401,Accessories,39,3201.9,2701.14,500.76,24.47,90,14.530000000000001
2024-06-14,SKU_C401,Accessories,18,1738.62,1246.68,491.94,24.58,90,6.579999999999998
2024-06-15,SKU_C401,Accessories,33,3187.47,2285.58,901.89,24.5,90,8.5
2024-06-16,SKU_C401,Accessories,23,2062.18,1592.98,469.2,24.66,90,1.6600000000000001
2024-06-17,SKU_C401,Accessories,22,1922.12,1523.72,398.4,24.6,90,2.6000000000000014
2024-06-18,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.49,90,4.489999999999998
2024-06-19,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.5,90,0.5
2024-06-20,SKU_C401,Accessories,31,2805.92,2147.06,658.86,24.52,90,6.48
2024-06-21,SKU_C401,Accessories,19,1835.21,1315.94,519.27,24.67,90,5.670000000000002
2024-06-22,SKU_C401,Accessories,27,2405.07,1870.02,535.05,24.56,90,2.4400000000000013
2024-06-23,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.53,90,2.530000000000001
2024-06-24,SKU_C401,Accessories,31,2747.96,2147.06,600.9,24.51,90,6.489999999999998
2024-06-25,SKU_C401,Accessories,15,1318.44,1038.9,279.54,24.63,90,9.629999999999999
2024-06-26,SKU_C401,Accessories,28,2704.52,1939.28,765.24,24.57,90,3.4299999999999997
2024-06-27,SKU_C401,Accessories,20,1786.9,1385.2,401.7,24.6,90,4.600000000000001
2024-06-28,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.51,90,0.5100000000000016
2024-06-29,SKU_C401,Accessories,27,2376.09,1870.02,506.07,24.61,90,2.3900000000000006
2024-06-30,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.61,90,1.3900000000000006
2024-07-01,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.54,90,0.46000000000000085
2024-07-02,SKU_C401,Accessories,34,2965.28,2354.84,610.44,24.48,90,9.52
2024-07-03,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.53,90,4.530000000000001
2024-07-04,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.54,90,1.5399999999999991
2024-07-05,SKU_C401,Accessories,23,2076.67,1592.98,483.69,24.53,90,1.5300000000000011
2024-07-06,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.54,90,3.539999999999999
2024-07-07,SKU_C401,Accessories,19,1748.27,1315.94,432.33,24.53,90,5.530000000000001
2024-07-08,SKU_C401,Accessories,29,2583.76,2008.54,575.22,24.46,90,4.539999999999999
2024-07-09,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.52,90,3.5199999999999996
2024-07-10,SKU_C401,Accessories,32,3090.88,2216.32,874.56,24.57,90,7.43
2024-07-11,SKU_C401,Accessories,10,965.9,692.6,273.3,24.56,90,14.559999999999999
2024-07-12,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.38,90,4.379999999999999
2024-07-13,SKU_C401,Accessories,19,1762.76,1315.94,446.82,24.26,90,5.260000000000002
2024-07-14,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.18,90,4.18
2024-07-15,SKU_C401,Accessories,33,2709.3,2285.58,423.72,24.11,90,8.89
2024-07-16,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.19,90,0.19000000000000128
2024-07-17,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.24,90,2.7600000000000016
2024-07-18,SKU_C401,Accessories,16,1545.44,1108.16,437.28,24.24,90,8.239999999999998
2024-07-19,SKU_C401,Accessories,29,2540.29,2008.54,531.75,24.17,90,4.829999999999998
2024-07-20,SKU_C401,Accessories,19,1835.21,1315.94,519.27,24.22,90,5.219999999999999
2024-07-21,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.18,90,0.8200000000000003
2024-07-22,SKU_C401,Accessories,22,2038.04,1523.72,514.32,24.31,90,2.3099999999999987
2024-07-23,SKU_C401,Accessories,19,1835.21,1315.94,519.27,24.29,90,5.289999999999999
2024-07-24,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.26,90,0.26000000000000156
2024-07-25,SKU_C401,Accessories,19,1719.29,1315.94,403.35,24.29,90,5.289999999999999
2024-07-26,SKU_C401,Accessories,45,3853.89,3116.7,737.19,24.31,90,20.69
2024-07-27,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.49,90,1.4899999999999984
2024-07-28,SKU_C401,Accessories,28,2704.52,1939.28,765.24,24.57,90,3.4299999999999997
2024-07-29,SKU_C401,Accessories,24,2144.28,1662.24,482.04,24.59,90,0.5899999999999999
2024-07-30,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.6,90,4.600000000000001
2024-07-31,SKU_C401,Accessories,24,2144.28,1662.24,482.04,24.6,90,0.6000000000000014
2024-08-01,SKU_C401,Accessories,23,2105.65,1592.98,512.67,24.62,90,1.620000000000001
2024-08-02,SKU_C401,Accessories,18,1738.62,1246.68,491.94,24.62,90,6.620000000000001
2024-08-03,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.53,90,3.530000000000001
2024-08-04,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.57,90,1.4299999999999997
2024-08-05,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.61,90,4.609999999999999
2024-08-06,SKU_C401,Accessories,31,2994.29,2147.06,847.23,24.67,90,6.329999999999998
2024-08-07,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.67,90,2.3299999999999983
2024-08-08,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.77,90,0.7699999999999996
2024-08-09,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.69,90,1.6900000000000013
2024-08-10,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.71,90,4.710000000000001
2024-08-11,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.68,90,1.3200000000000003
2024-08-12,SKU_C401,Accessories,21,2028.39,1454.46,573.93,24.69,90,3.6900000000000013
2024-08-13,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.63,90,1.370000000000001
2024-08-14,SKU_C401,Accessories,22,1951.1,1523.72,427.38,24.56,90,2.5599999999999987
2024-08-15,SKU_C401,Accessories,41,3641.41,2839.66,801.75,24.36,90,16.64
2024-08-16,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.56,90,0.4400000000000013
2024-08-17,SKU_C401,Accessories,22,2023.55,1523.72,499.83,24.49,90,2.4899999999999984
2024-08-18,SKU_C401,Accessories,29,2801.11,2008.54,792.57,24.48,90,4.52
2024-08-19,SKU_C401,Accessories,32,2902.51,2216.32,686.19,24.49,90,7.510000000000002
2024-08-20,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.6,90,2.3999999999999986
2024-08-21,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.67,90,2.6700000000000017
2024-08-22,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.63,90,0.370000000000001
2024-08-23,SKU_C401,Accessories,22,2009.06,1523.72,485.34,24.64,90,2.6400000000000006
2024-08-24,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.64,90,0.6400000000000006
2024-08-25,SKU_C401,Accessories,25,2414.75,1731.5,683.25,24.64,90,0.35999999999999943
2024-08-26,SKU_C401,Accessories,19,1835.21,1315.94,519.27,24.61,90,5.609999999999999
2024-08-27,SKU_C401,Accessories,34,3081.2,2354.84,726.36,24.6,90,9.399999999999999
2024-08-28,SKU_C401,Accessories,24,2318.16,1662.24,655.92,24.73,90,0.7300000000000004
2024-08-29,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.81,90,2.8099999999999987
2024-08-30,SKU_C401,Accessories,32,3090.88,2216.32,874.56,24.7,90,7.300000000000001
2024-08-31,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.79,90,4.789999999999999
2024-09-01,SKU_C401,Accessories,17,1642.03,1177.42,464.61,24.76,90,7.760000000000002
2024-09-02,SKU_C401,Accessories,38,3119.8,2631.88,487.92,24.71,90,13.29
2024-09-03,SKU_C401,Accessories,20,1757.92,1385.2,372.72,24.91,90,4.91
2024-09-04,SKU_C401,Accessories,21,1796.55,1454.46,342.09,24.86,90,3.8599999999999994
2024-09-05,SKU_C401,Accessories,28,2472.68,1939.28,533.4,24.78,90,3.219999999999999
2024-09-06,SKU_C401,Accessories,25,2240.87,1731.5,509.37,24.66,90,0.33999999999999986
2024-09-07,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.59,90,4.59
2024-09-08,SKU_C401,Accessories,33,2912.16,2285.58,626.58,24.5,90,8.5
2024-09-09,SKU_C401,Accessories,16,1545.44,1108.16,437.28,24.54,90,8.54
2024-09-10,SKU_C401,Accessories,29,2496.82,2008.54,488.28,24.48,90,4.52
2024-09-11,SKU_C401,Accessories,28,2704.52,1939.28,765.24,24.51,90,3.4899999999999984
2024-09-12,SKU_C401,Accessories,39,3346.8,2701.14,645.66,24.39,90,14.61
2024-09-13,SKU_C401,Accessories,15,1448.85,1038.9,409.95,24.62,90,9.620000000000001
2024-09-14,SKU_C401,Accessories,32,3090.88,2216.32,874.56,24.42,90,7.579999999999998
2024-09-15,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.52,90,1.4800000000000004
2024-09-16,SKU_C401,Accessories,29,2801.11,2008.54,792.57,24.57,90,4.43
2024-09-17,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.67,90,2.3299999999999983
2024-09-18,SKU_C401,Accessories,22,2124.98,1523.72,601.26,24.7,90,2.6999999999999993
2024-09-19,SKU_C401,Accessories,19,1835.21,1315.94,519.27,24.6,90,5.600000000000001
2024-09-20,SKU_C401,Accessories,27,2376.09,1870.02,506.07,24.6,90,2.3999999999999986
2024-09-21,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.6,90,4.600000000000001
2024-09-22,SKU_C401,Accessories,27,2607.93,1870.02,737.91,24.58,90,2.4200000000000017
2024-09-23,SKU_C401,Accessories,18,1738.62,1246.68,491.94,24.53,90,6.530000000000001
2024-09-24,SKU_C401,Accessories,31,2718.98,2147.06,571.92,24.57,90,6.43
2024-09-25,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.6,90,1.6000000000000014
2024-09-26,SKU_C401,Accessories,23,2221.57,1592.98,628.59,24.63,90,1.629999999999999
2024-09-27,SKU_C401,Accessories,28,2429.21,1939.28,489.93,24.62,90,3.379999999999999
2024-09-28,SKU_C401,Accessories,34,2965.28,2354.84,610.44,24.63,90,9.370000000000001
2024-09-29,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.72,90,1.2800000000000011
2024-09-30,SKU_C401,Accessories,30,2897.7,2077.8,819.9,24.73,90,5.27
2024-10-01,SKU_C401,Accessories,19,1835.21,1315.94,519.27,24.69,90,5.690000000000001
2024-10-02,SKU_C401,Accessories,18,1738.62,1246.68,491.94,24.68,90,6.68
2024-10-03,SKU_C401,Accessories,31,2994.29,2147.06,847.23,24.62,90,6.379999999999999
2024-10-04,SKU_C401,Accessories,35,3105.34,2424.1,681.24,24.71,90,10.29
2024-10-05,SKU_C401,Accessories,26,2511.34,1800.76,710.58,24.87,90,1.129999999999999
2024-10-06,SKU_C401,Accessories,21,1825.53,1454.46,371.07,24.94,90,3.9400000000000013
2024-10-07,SKU_C401,Accessories,21,1854.51,1454.46,400.05,24.86,90,3.8599999999999994
2024-10-08,SKU_C401,Accessories,20,1931.8,1385.2,546.6,24.86,90,4.859999999999999
2024-10-09,SKU_C401,Accessories,17,1642.03,1177.42,464.61,24.72,90,7.719999999999999
2024-10-10,SKU_C401,Accessories,33,3187.47,2285.58,901.89,24.8,90,8.2
2024-10-11,SKU_C401,Accessories,17,1642.03,1177.42,464.61,24.94,90,7.940000000000001
2024-10-12,SKU_C401,Accessories,44,3829.75,3047.44,782.31,24.92,90,19.08
2024-10-13,SKU_C401,Accessories,40,3515.84,2770.4,745.44,25.19,90,14.809999999999999
2024-10-14,SKU_C401,Accessories,32,2772.1,2216.32,555.78,25.27,90,6.73
2024-10-15,SKU_C401,Accessories,36,3129.48,2493.36,636.12,25.36,90,10.64
2024-10-16,SKU_C401,Accessories,23,2221.57,1592.98,628.59,25.46,90,2.460000000000001
2024-10-17,SKU_C401,Accessories,27,2448.54,1870.02,578.52,25.53,90,1.4699999999999989
2024-10-18,SKU_C401,Accessories,30,2593.41,2077.8,515.61,25.51,90,4.489999999999998
2024-10-19,SKU_C401,Accessories,26,2265.01,1800.76,464.25,25.63,90,0.370000000000001
2024-10-20,SKU_C401,Accessories,31,2994.29,2147.06,847.23,25.64,90,5.359999999999999
2024-10-21,SKU_C401,Accessories,16,1545.44,1108.16,437.28,25.74,90,9.739999999999998
2024-10-22,SKU_C401,Accessories,20,1931.8,1385.2,546.6,25.71,90,5.710000000000001
2024-10-23,SKU_C401,Accessories,13,1255.67,900.38,355.29,25.67,90,12.670000000000002
2024-10-24,SKU_C401,Accessories,23,2221.57,1592.98,628.59,25.6,90,2.6000000000000014
2024-10-25,SKU_C401,Accessories,17,1642.03,1177.42,464.61,25.36,90,8.36
2024-10-26,SKU_C401,Accessories,23,2221.57,1592.98,628.59,25.29,90,2.289999999999999
2024-10-27,SKU_C401,Accessories,17,1642.03,1177.42,464.61,25.23,90,8.23
2024-10-28,SKU_C401,Accessories,19,1835.21,1315.94,519.27,25.16,90,6.16
2024-10-29,SKU_C401,Accessories,27,2376.09,1870.02,506.07,25.14,90,1.8599999999999994
2024-10-30,SKU_C401,Accessories,19,1835.21,1315.94,519.27,25.18,90,6.18
2024-10-31,SKU_C401,Accessories,34,3037.73,2354.84,682.89,25.13,90,8.870000000000001
2024-11-01,SKU_C401,Accessories,20,1931.8,1385.2,546.6,25.31,90,5.309999999999999
2024-11-02,SKU_C401,Accessories,33,3187.47,2285.58,901.89,25.3,90,7.699999999999999
2024-11-03,SKU_C401,Accessories,30,2897.7,2077.8,819.9,25.38,90,4.620000000000001
2024-11-04,SKU_C401,Accessories,19,1835.21,1315.94,519.27,25.49,90,6.489999999999998
2024-11-05,SKU_C401,Accessories,24,2318.16,1662.24,655.92,25.36,90,1.3599999999999994
2024-11-06,SKU_C401,Accessories,23,2221.57,1592.98,628.59,25.32,90,2.3200000000000003
2024-11-07,SKU_C401,Accessories,27,2607.93,1870.02,737.91,25.31,90,1.6900000000000013
2024-11-08,SKU_C401,Accessories,34,3284.06,2354.84,929.22,25.36,90,8.64
2024-11-09,SKU_C401,Accessories,33,3187.47,2285.58,901.89,25.51,90,7.489999999999998
2024-11-10,SKU_C401,Accessories,36,3477.24,2493.36,983.88,25.59,90,10.41
2024-11-11,SKU_C401,Accessories,33,3187.47,2285.58,901.89,25.76,90,7.239999999999998
2024-11-12,SKU_C401,Accessories,40,3863.6,2770.4,1093.2,25.83,90,14.170000000000002
2024-11-13,SKU_C401,Accessories,26,2511.34,1800.76,710.58,26.03,90,0.030000000000001137
2024-11-14,SKU_C401,Accessories,30,2897.7,2077.8,819.9,25.87,90,4.129999999999999
2024-11-15,SKU_C401,Accessories,31,2994.29,2147.06,847.23,25.92,90,5.079999999999998
2024-11-16,SKU_C401,Accessories,44,4249.96,3047.44,1202.52,26.02,90,17.98
2024-11-17,SKU_C401,Accessories,31,2704.49,2147.06,557.43,26.19,90,4.809999999999999
2024-11-18,SKU_C401,Accessories,31,2617.55,2147.06,470.49,26.18,90,4.82
2024-11-19,SKU_C401,Accessories,17,1497.13,1177.42,319.71,26.22,90,9.219999999999999
2024-11-20,SKU_C401,Accessories,38,3380.62,2631.88,748.74,26.17,90,11.829999999999998
2024-11-21,SKU_C401,Accessories,25,2414.75,1731.5,683.25,26.31,90,1.3099999999999987
2024-11-22,SKU_C401,Accessories,40,3472.37,2770.4,701.97,26.34,90,13.66
2024-11-23,SKU_C401,Accessories,27,2607.93,1870.02,737.91,26.52,90,0.4800000000000004
2024-11-24,SKU_C401,Accessories,36,3086.01,2493.36,592.65,26.54,90,9.46
2024-11-25,SKU_C401,Accessories,33,3187.47,2285.58,901.89,26.73,90,6.27
2024-11-26,SKU_C401,Accessories,42,4056.78,2908.92,1147.86,26.72,90,15.280000000000001
2024-11-27,SKU_C401,Accessories,26,2511.34,1800.76,710.58,26.92,90,0.9200000000000017
2024-11-28,SKU_C401,Accessories,43,4153.37,2978.18,1175.19,26.97,90,16.03
2024-11-29,SKU_C401,Accessories,34,3284.06,2354.84,929.22,27.09,90,6.91
2024-11-30,SKU_C401,Accessories,45,3926.34,3116.7,809.64,27.24,90,17.76
2024-12-01,SKU_C401,Accessories,52,4587.98,3601.52,986.46,27.56,90,24.44
2024-12-02,SKU_C401,Accessories,46,4443.14,3185.96,1257.18,27.71,90,18.29
2024-12-03,SKU_C401,Accessories,23,2221.57,1592.98,628.59,28.0,90,5.0
2024-12-04,SKU_C401,Accessories,47,3858.7,3255.22,603.48,28.02,90,18.98
2024-12-05,SKU_C401,Accessories,27,2419.56,1870.02,549.54,28.23,90,1.2300000000000004
2024-12-06,SKU_C401,Accessories,14,1352.26,969.64,382.62,28.26,90,14.260000000000002
2024-12-07,SKU_C401,Accessories,19,1835.21,1315.94,519.27,28.19,90,9.190000000000001
2024-12-08,SKU_C401,Accessories,26,2511.34,1800.76,710.58,28.03,90,2.030000000000001
2024-12-09,SKU_C401,Accessories,34,3284.06,2354.84,929.22,28.14,90,5.859999999999999
2024-12-10,SKU_C401,Accessories,50,4438.27,3463.0,975.27,28.2,90,21.8
2024-12-11,SKU_C401,Accessories,21,2028.39,1454.46,573.93,28.44,90,7.440000000000001
2024-12-12,SKU_C401,Accessories,22,2124.98,1523.72,601.26,28.24,90,6.239999999999998
2024-12-13,SKU_C401,Accessories,45,3853.89,3116.7,737.19,28.32,90,16.68
2024-12-14,SKU_C401,Accessories,24,2318.16,1662.24,655.92,28.47,90,4.469999999999999
2024-12-15,SKU_C401,Accessories,24,2318.16,1662.24,655.92,28.44,90,4.440000000000001
2024-12-16,SKU_C401,Accessories,38,3670.42,2631.88,1038.54,28.39,90,9.61
2024-12-17,SKU_C401,Accessories,31,2805.92,2147.06,658.86,28.51,90,2.4899999999999984
2024-12-18,SKU_C401,Accessories,45,3955.32,3116.7,838.62,28.61,90,16.39
2024-12-19,SKU_C401,Accessories,46,4443.14,3185.96,1257.18,28.9,90,17.1
2024-12-20,SKU_C401,Accessories,23,2221.57,1592.98,628.59,29.11,90,6.109999999999999
2024-12-21,SKU_C401,Accessories,29,2801.11,2008.54,792.57,29.14,90,0.14000000000000057
2024-12-22,SKU_C401,Accessories,42,3680.04,2908.92,771.12,29.17,90,12.829999999999998
2024-12-23,SKU_C401,Accessories,35,3090.85,2424.1,666.75,29.43,90,5.57
2024-12-24,SKU_C401,Accessories,36,3477.24,2493.36,983.88,29.48,90,6.52
2024-12-25,SKU_C401,Accessories,29,2801.11,2008.54,792.57,29.62,90,0.620000000000001
2024-12-26,SKU_C401,Accessories,39,3520.68,2701.14,819.54,29.69,90,9.309999999999999
2024-12-27,SKU_C401,Accessories,40,3863.6,2770.4,1093.2,29.81,90,10.190000000000001
2024-12-28,SKU_C401,Accessories,40,3863.6,2770.4,1093.2,29.88,90,10.120000000000001
2024-12-29,SKU_C401,Accessories,25,2414.75,1731.5,683.25,30.03,90,5.030000000000001
2024-12-30,SKU_C401,Accessories,25,2414.75,1731.5,683.25,29.98,90,4.98
2024-12-31,SKU_C401,Accessories,33,3187.47,2285.58,901.89,30.04,90,2.960000000000001
2025-01-01,SKU_C401,Accessories,30,2665.86,2077.8,588.06,30.21,90,0.21000000000000085
2025-01-02,SKU_C401,Accessories,17,1642.03,1177.42,464.61,30.2,90,13.2
2025-01-03,SKU_C401,Accessories,19,1835.21,1315.94,519.27,30.0,90,11.0
